Filename,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
BIR_MOD_2023-02-13-09.30-1-30.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-4-11.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-336.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-341.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-31.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-36.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-81.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-44.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-309.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-67.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-276.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-571.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-316.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-191.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-246.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-1-23.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-166.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-68.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-391.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-121.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-156.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-10.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-1-14.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
TN_MOD_2023-02-09-08.30-1-6.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-1-25.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-326.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-351.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-131.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-6.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-15.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-411.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-33.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-77.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-126.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-449.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-351.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-226.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-72.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-591.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-466.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-541.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-161.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-656.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-52.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-1-31.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
TN_MOD_2023-02-09-08.30-2-29.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-471.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-1.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-2-63.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
TN_MOD_2023-02-09-08.30-2-40.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-17.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-86.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-13.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-2-76.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-141.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-56.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-32.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-46.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-286.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-276.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-9.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-286.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-251.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-136.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-341.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-267.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-366.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-296.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-226.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-71.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-57.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-476.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-356.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-271.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-436.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-21.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-216.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-50.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-356.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-296.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-69.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-7.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-486.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-11.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-231.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-461.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-321.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-58.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-221.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-261.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-67.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-56.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-6.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-176.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-421.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-78.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-51.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-14.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Dimapur_MOD_2023-02-10-08.30-1-24.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-351.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-29.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-266.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-376.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-76.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-39.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-59.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-3-17.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-406.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-12.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-2-4.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-596.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-62.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-356.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-331.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-71.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
MH_Mod_2023-03-21-15.00-4.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BIR_MOD_2023-02-13-09.30-3-42.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-4-45.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
TN_MOD_2023-02-09-08.30-1-30.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-400.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-101.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
TN_MOD_2023-02-09-08.30-2-27.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-496.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-55.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-186.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-60.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-136.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-176.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-8.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-239.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-6.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
MH_Mod_2023-03-21-15.00-1-323.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-34.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-253.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-291.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-372.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
TN_MOD_2023-02-09-08.30-1-26.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-426.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-281.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-1.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-116.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-251.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-116.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-6.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-33.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-201.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-62.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
TN_MOD_2023-02-09-08.30-1-29.jpg,78,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-316.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-73.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-591.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-386.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-46.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-169.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-386.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-31.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-2-52.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-646.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-39.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-416.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-571.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-414.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-393.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-291.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-581.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-221.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-361.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-301.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-106.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-37.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-2-43.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-581.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-41.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
MH_Mod_2023-03-21-15.00-1-470.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-03-13-08.30-1-344.jpg,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-401.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-25.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-03-04-08.30-1-456.jpg,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-337.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-286.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-321.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-256.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-291.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-46.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-326.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-501.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-146.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
MH_Mod_2023-03-21-15.00-1-134.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-1-20.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-416.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-496.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-61.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-1.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-566.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-456.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-441.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-126.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-261.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-12.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-23.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-8.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-246.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-24-08.30-1-321.jpg,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-36.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-36.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-4-22.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BIR_MOD_2023-02-13-09.30-3-24.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Dimapur_MOD_2023-02-10-08.30-1-22.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-171.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-116.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-2-74.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-181.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-166.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-47.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Dimapur_MOD_2023-02-10-08.30-2-28.jpg,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-576.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-256.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BIR_MOD_2023-02-13-09.30-1-17.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
MH_Mod_2023-03-21-15.00-1-421.jpg,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
BENGR_Mod_2023-03-01-08.30-1-206.jpg,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
BENGR_Mod_2023-02-23-08.30-1-546.jpg,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
BIR_MOD_2023-02-13-09.30-4-51.jpg,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-381.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-566.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
TN_Mod_2023-02-28-08.30-1-61.jpg,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-441.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-03-06-08.30-1-541.jpg,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
BENGR_Mod_2023-02-21-08.30-1-406.jpg,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
BENGR_Mod_2023-02-25-08.30-1-501.jpg,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
BENGR_Mod_2023-03-09-08.30-1-401.jpg,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
